building model of GNEP knapsack game

NEP with 4 players:

Player 0 of variable indices from 0 to 14
Optimization problem with 15 variables

min 	-14 x_0 - 31 x_1 - 76 x_2 - 88 x_3 - 78 x_4 - 41 x_5 - 98 x_6 - 52 x_7 - 99 x_8 - 43 x_9 - 95 x_10 - 87 x_11 - 63 x_12 - 66 x_13 - 63 x_14
    	x_19 <= 1.000000
    	-x_19 <= 0.000000
    	x_20 <= 1.000000
    	-x_20 <= 0.000000
    	x_21 <= 1.000000
    	-x_21 <= 0.000000
    	x_22 <= 1.000000
    	-x_22 <= 0.000000
    	x_23 <= 1.000000
    	-x_23 <= 0.000000
    	x_24 <= 1.000000
    	-x_24 <= 0.000000
    	x_25 <= 1.000000
    	-x_25 <= 0.000000
    	x_26 <= 1.000000
    	-x_26 <= 0.000000
    	x_27 <= 1.000000
    	-x_27 <= 0.000000
    	x_28 <= 1.000000
    	-x_28 <= 0.000000
    	x_29 <= 1.000000
    	-x_29 <= 0.000000
    	50 x_15 + 59 x_16 + 97 x_17 + 66 x_18 + 67 x_19 + 92 x_20 + 68 x_21 + 42 x_22 + 4 x_23 + 45 x_24 + 22 x_25 + 90 x_26 + 11 x_27 + 91 x_28 + 39 x_29 <= 421.000000
    	x_30 <= 1.000000
    	-x_30 <= 0.000000
    	x_31 <= 1.000000
    	-x_31 <= 0.000000
    	x_32 <= 1.000000
    	-x_32 <= 0.000000
    	x_33 <= 1.000000
    	-x_33 <= 0.000000
    	x_34 <= 1.000000
    	-x_34 <= 0.000000
    	x_35 <= 1.000000
    	-x_35 <= 0.000000
    	x_36 <= 1.000000
    	-x_36 <= 0.000000
    	x_37 <= 1.000000
    	-x_37 <= 0.000000
    	x_38 <= 1.000000
    	-x_38 <= 0.000000
    	x_39 <= 1.000000
    	-x_39 <= 0.000000
    	x_40 <= 1.000000
    	-x_40 <= 0.000000
    	x_41 <= 1.000000
    	-x_41 <= 0.000000
    	x_42 <= 1.000000
    	-x_42 <= 0.000000
    	x_43 <= 1.000000
    	-x_43 <= 0.000000
    	x_44 <= 1.000000
    	-x_44 <= 0.000000
    	69 x_30 + 93 x_31 + 67 x_32 + 12 x_33 + 17 x_34 + 39 x_35 + 94 x_36 + 81 x_37 + 70 x_38 + 99 x_39 + 69 x_40 + 100 x_41 + 61 x_42 + 29 x_43 + 66 x_44 <= 483.000000
    	x_45 <= 1.000000
    	-x_45 <= 0.000000
    	x_46 <= 1.000000
    	-x_46 <= 0.000000
    	x_47 <= 1.000000
    	-x_47 <= 0.000000
    	x_48 <= 1.000000
    	-x_48 <= 0.000000
    	x_49 <= 1.000000
    	-x_49 <= 0.000000
    	x_50 <= 1.000000
    	-x_50 <= 0.000000
    	x_51 <= 1.000000
    	-x_51 <= 0.000000
    	x_52 <= 1.000000
    	-x_52 <= 0.000000
    	x_53 <= 1.000000
    	-x_53 <= 0.000000
    	x_54 <= 1.000000
    	-x_54 <= 0.000000
    	x_55 <= 1.000000
    	-x_55 <= 0.000000
    	x_56 <= 1.000000
    	-x_56 <= 0.000000
    	x_57 <= 1.000000
    	-x_57 <= 0.000000
    	x_58 <= 1.000000
    	-x_58 <= 0.000000
    	x_59 <= 1.000000
    	-x_59 <= 0.000000
    	87 x_45 + 36 x_46 + 38 x_47 + 67 x_48 + 68 x_49 + 93 x_50 + 21 x_51 + 19 x_52 + 37 x_53 + 46 x_54 + 7 x_55 + 11 x_56 + 4 x_57 + 76 x_58 + 100 x_59 <= 355.000000
    	-x_60 <= 759.000000
    	x_60 <= -0.000000
    	-x_61 <= 608.000000
    	x_61 <= -0.000000
    	-x_62 <= 634.000000
    	x_62 <= -0.000000
    	-x_63 <= 766.000000
    	x_63 <= -0.000000
    	
integer variables: 0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 
number of local cuts in the node (and parents) in which the NE was found: 0
depth of node in which the NE was found: 28

NEFreeSetBuildingTime: 0.127315 seconds
FinalStepICBuildingTime: 1.20819 seconds
rayBuildingTime: 1.47495 seconds
totalNodeSolveTime: 11.2924 seconds
totalBestResponseTime: 3.43316 seconds
totalCutDerivationTime: 2.99638 seconds


----------------------------------------
1 NE found:
--
NE 0 1 1 0 1 1 1 0 1 0 0 0 1 1 1 1 1 0 1 1 0 1 1 1 0 1 0 0 0 1 1 0 0 1 1 0 1 0 0 1 0 0 1 1 1 0 1 1 1 1 0 1 0 0 0 1 1 1 1 0 
of social welfare -2343
with best response values -615 -570 -529 -629 
and differences to best response values 0 0 0 0 
--

computation time: 18.4528 seconds
cut computation time: 2.99638 seconds
number of nodes explored: 16471
number of cuts added: 10144
anti cycling measures taken: false
----------------------------------------

result,/Users/roberthildebrand/Documents/GitHub/Grants/branch-and-cut-for-ipgs/instances/GNEP_knapsack_instances/4-15-5-uncorr-5.txt,GNEP,GNEP-fullInteger,basicAlgorithm,intersectionCuts,localCuts,false,manyEtasGurobi,mostFractional,0.000000001,SOLUTION_FOUND,1,16471,10144,18.4528,2.99638,0
writing one-line output in /Users/roberthildebrand/Documents/GitHub/GIPG/scripts/duguet_compare/sample/_tmp_result.txt
